id,orderNumber,phone,customerName,totalPrice,address,notes,status,paymentStatus,razorpayOrderId,paymentId,paymentLink,isCustom,customImageUrl,deliveryDate,deliveryTime,createdAt,updatedAt
clrc_gen_0011,ORD-011,917198441662,Meera Sharma,2100,"Street 20, Block A, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0012,ORD-012,919404785255,Rohan Das,2600,"Street 32, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0013,ORD-013,918897567385,Aditya Reddy,1200,"Street 39, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-11 16:18:25,2026-05-11 16:18:25
clrc_gen_0014,ORD-014,918165677647,Vikram Malhotra,2500,"Street 62, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-07 16:18:25,2026-05-07 16:18:25
clrc_gen_0015,ORD-015,918233470170,Sana Gupta,1200,"Street 58, Block C, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0016,ORD-016,919371695185,Aditya Sharma,2300,"Street 44, Block A, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0017,ORD-017,919400930348,Priya Gupta,3100,"Street 68, Block B, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-09 16:18:25,2026-05-09 16:18:25
clrc_gen_0018,ORD-018,917275657353,Ishaan Das,2700,"Street 80, Block C, Bengaluru","Please deliver fresh",CANCELLED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-15 16:18:25,2026-05-15 16:18:25
clrc_gen_0019,ORD-019,919596846087,Neha Khan,3600,"Street 93, Block A, Bengaluru","Please deliver fresh",CANCELLED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0020,ORD-020,918919281204,Vikram Verma,2400,"Street 57, Block A, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-06 16:18:25,2026-05-06 16:18:25
clrc_gen_0021,ORD-021,919186096885,Vikram Verma,3400,"Street 39, Block B, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-05 16:18:25,2026-05-05 16:18:25
clrc_gen_0022,ORD-022,919461814461,Meera Patel,2200,"Street 42, Block B, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-17 16:18:25,2026-05-17 16:18:25
clrc_gen_0023,ORD-023,918862509721,Neha Malhotra,1700,"Street 63, Block B, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-20 16:18:25,2026-05-20 16:18:25
clrc_gen_0024,ORD-024,917746713279,Neha Sharma,4200,"Street 66, Block E, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-18 16:18:25,2026-05-18 16:18:25
clrc_gen_0025,ORD-025,919708305175,Ananya Gupta,3700,"Street 58, Block B, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-18 16:18:25,2026-05-18 16:18:25
clrc_gen_0026,ORD-026,919737620172,Ananya Malhotra,4100,"Street 21, Block A, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-18 16:18:25,2026-05-18 16:18:25
clrc_gen_0027,ORD-027,917990570068,Priya Khan,1400,"Street 33, Block B, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-16 16:18:25,2026-05-16 16:18:25
clrc_gen_0028,ORD-028,919345836976,Sana Patel,2600,"Street 70, Block E, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0029,ORD-029,917475192685,Vikram Reddy,2500,"Street 53, Block E, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-07 16:18:25,2026-05-07 16:18:25
clrc_gen_0030,ORD-030,919999220180,Neha Joshi,3800,"Street 64, Block B, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0031,ORD-031,919918710135,Vikram Reddy,4100,"Street 30, Block B, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-20 16:18:25,2026-05-20 16:18:25
clrc_gen_0032,ORD-032,919472087993,Vikram Verma,1200,"Street 28, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-14 16:18:25,2026-05-14 16:18:25
clrc_gen_0033,ORD-033,918821836376,Vikram Reddy,2600,"Street 66, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-13 16:18:25,2026-05-13 16:18:25
clrc_gen_0034,ORD-034,919349822672,Aarav Malhotra,4100,"Street 45, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0035,ORD-035,917405023404,Aditya Verma,2600,"Street 3, Block C, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-14 16:18:25,2026-05-14 16:18:25
clrc_gen_0036,ORD-036,917573381655,Meera Singh,3100,"Street 55, Block E, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0037,ORD-037,918076534104,Sana Verma,4000,"Street 80, Block C, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0038,ORD-038,917358243289,Meera Malhotra,1200,"Street 34, Block D, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-11 16:18:25,2026-05-11 16:18:25
clrc_gen_0039,ORD-039,918553518443,Ishaan Joshi,2700,"Street 41, Block B, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-15 16:18:25,2026-05-15 16:18:25
clrc_gen_0040,ORD-040,917241903132,Sana Verma,3900,"Street 93, Block D, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-07 16:18:25,2026-05-07 16:18:25
clrc_gen_0041,ORD-041,917675890430,Ishaan Verma,1300,"Street 9, Block E, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0042,ORD-042,917655678792,Ishaan Reddy,3300,"Street 22, Block E, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-09 16:18:25,2026-05-09 16:18:25
clrc_gen_0043,ORD-043,919129495303,Priya Reddy,3700,"Street 65, Block C, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-13 16:18:25,2026-05-13 16:18:25
clrc_gen_0044,ORD-044,917821483417,Aditya Das,3500,"Street 25, Block E, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0045,ORD-045,917541307403,Aarav Sharma,2800,"Street 99, Block E, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-11 16:18:25,2026-05-11 16:18:25
clrc_gen_0046,ORD-046,917873026119,Priya Malhotra,2400,"Street 89, Block E, Bengaluru","Please deliver fresh",CANCELLED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0047,ORD-047,919112591931,Ananya Das,1400,"Street 68, Block A, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0048,ORD-048,919138968175,Rohan Singh,3300,"Street 23, Block A, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-14 16:18:25,2026-05-14 16:18:25
clrc_gen_0049,ORD-049,919403424550,Rohan Patel,2100,"Street 14, Block E, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0050,ORD-050,918052440524,Meera Verma,1700,"Street 62, Block B, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-09 16:18:25,2026-05-09 16:18:25
clrc_gen_0051,ORD-051,918485554260,Priya Khan,1600,"Street 51, Block C, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0052,ORD-052,919315475194,Neha Patel,3800,"Street 10, Block B, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-11 16:18:25,2026-05-11 16:18:25
clrc_gen_0053,ORD-053,919974774363,Sana Malhotra,3600,"Street 27, Block C, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-03 16:18:25,2026-05-03 16:18:25
clrc_gen_0054,ORD-054,918229985100,Aarav Reddy,1200,"Street 65, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-10 16:18:25,2026-05-10 16:18:25
clrc_gen_0055,ORD-055,917180675663,Neha Sharma,2400,"Street 77, Block D, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-18 16:18:25,2026-05-18 16:18:25
clrc_gen_0056,ORD-056,918490377353,Rohan Khan,2200,"Street 60, Block C, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0057,ORD-057,919091660491,Rohan Singh,3700,"Street 69, Block C, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-05 16:18:25,2026-05-05 16:18:25
clrc_gen_0058,ORD-058,919442706401,Ananya Reddy,4100,"Street 47, Block A, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-16 16:18:25,2026-05-16 16:18:25
clrc_gen_0059,ORD-059,917019530694,Ananya Verma,3300,"Street 6, Block A, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0060,ORD-060,919580543891,Neha Gupta,2100,"Street 90, Block D, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-10 16:18:25,2026-05-10 16:18:25
clrc_gen_0061,ORD-061,919497600355,Neha Khan,1600,"Street 18, Block D, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-03 16:18:25,2026-05-03 16:18:25
clrc_gen_0062,ORD-062,917811510479,Meera Das,1200,"Street 51, Block D, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0063,ORD-063,919185187233,Sana Patel,4200,"Street 26, Block A, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-16 16:18:25,2026-05-16 16:18:25
clrc_gen_0064,ORD-064,919693858801,Sana Sharma,2500,"Street 32, Block C, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0065,ORD-065,918961599666,Meera Das,3200,"Street 38, Block E, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0066,ORD-066,919573400955,Priya Singh,1400,"Street 3, Block B, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-20 16:18:25,2026-05-20 16:18:25
clrc_gen_0067,ORD-067,919679365458,Ananya Gupta,1400,"Street 79, Block D, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0068,ORD-068,917651304864,Aarav Malhotra,1700,"Street 55, Block B, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-03 16:18:25,2026-05-03 16:18:25
clrc_gen_0069,ORD-069,917012483342,Aditya Verma,1600,"Street 22, Block C, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-18 16:18:25,2026-05-18 16:18:25
clrc_gen_0070,ORD-070,918093776314,Ishaan Khan,4100,"Street 93, Block E, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-16 16:18:25,2026-05-16 16:18:25
clrc_gen_0071,ORD-071,919841125786,Rohan Khan,4200,"Street 27, Block A, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-09 16:18:25,2026-05-09 16:18:25
clrc_gen_0072,ORD-072,917116078681,Aarav Gupta,3800,"Street 72, Block C, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0073,ORD-073,917837967760,Vikram Reddy,3100,"Street 57, Block E, Bengaluru","Please deliver fresh",CANCELLED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0074,ORD-074,918583131504,Meera Das,1300,"Street 46, Block A, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-05 16:18:25,2026-05-05 16:18:25
clrc_gen_0075,ORD-075,917830746130,Ananya Gupta,2300,"Street 63, Block E, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0076,ORD-076,919741734399,Neha Reddy,3000,"Street 80, Block A, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-14 16:18:25,2026-05-14 16:18:25
clrc_gen_0077,ORD-077,918447418774,Aditya Khan,2800,"Street 24, Block D, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-07 16:18:25,2026-05-07 16:18:25
clrc_gen_0078,ORD-078,917642871979,Aditya Singh,4000,"Street 16, Block A, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-21 16:18:25,2026-05-21 16:18:25
clrc_gen_0079,ORD-079,917071657306,Sana Reddy,4000,"Street 61, Block C, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-06 16:18:25,2026-05-06 16:18:25
clrc_gen_0080,ORD-080,917011111584,Rohan Malhotra,2800,"Street 77, Block E, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-07 16:18:25,2026-05-07 16:18:25
clrc_gen_0081,ORD-081,918865615896,Aarav Verma,2500,"Street 7, Block D, Bengaluru","Please deliver fresh",CANCELLED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-17 16:18:25,2026-05-17 16:18:25
clrc_gen_0082,ORD-082,918354199900,Sana Das,1500,"Street 87, Block E, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-18 16:18:25,2026-05-18 16:18:25
clrc_gen_0083,ORD-083,918780486263,Vikram Reddy,1400,"Street 42, Block E, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0084,ORD-084,917585651814,Sana Joshi,2900,"Street 86, Block B, Bengaluru","Please deliver fresh",CANCELLED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-16 16:18:25,2026-05-16 16:18:25
clrc_gen_0085,ORD-085,919276822619,Sana Gupta,1900,"Street 13, Block A, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-13 16:18:25,2026-05-13 16:18:25
clrc_gen_0086,ORD-086,919223074329,Ananya Singh,1500,"Street 60, Block B, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0087,ORD-087,918031078875,Vikram Singh,2000,"Street 15, Block A, Bengaluru","Please deliver fresh",PENDING,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0088,ORD-088,919520326068,Priya Malhotra,3200,"Street 87, Block C, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-19 16:18:25,2026-05-19 16:18:25
clrc_gen_0089,ORD-089,917541099004,Ishaan Malhotra,3900,"Street 46, Block B, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-07 16:18:25,2026-05-07 16:18:25
clrc_gen_0090,ORD-090,917927927002,Neha Das,2900,"Street 62, Block C, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-10 16:18:25,2026-05-10 16:18:25
clrc_gen_0091,ORD-091,919755090997,Meera Reddy,4100,"Street 25, Block A, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0092,ORD-092,918966745282,Aditya Malhotra,1800,"Street 31, Block D, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0093,ORD-093,917189492178,Rohan Khan,4100,"Street 54, Block E, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-22 16:18:25,2026-05-22 16:18:25
clrc_gen_0094,ORD-094,918835131528,Meera Reddy,3300,"Street 56, Block E, Bengaluru","Please deliver fresh",CONFIRMED,PAID,,,,false,,2026-05-17,"Morning (10 AM - 1 PM)",2026-05-12 16:18:25,2026-05-12 16:18:25
clrc_gen_0095,ORD-095,919731873775,Ishaan Patel,2300,"Street 76, Block E, Bengaluru","Please deliver fresh",PENDING,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-15 16:18:25,2026-05-15 16:18:25
clrc_gen_0096,ORD-096,919842573142,Aditya Verma,1400,"Street 54, Block B, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-05 16:18:25,2026-05-05 16:18:25
clrc_gen_0097,ORD-097,919146433743,Meera Gupta,3100,"Street 16, Block A, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-16,"Morning (10 AM - 1 PM)",2026-05-04 16:18:25,2026-05-04 16:18:25
clrc_gen_0098,ORD-098,917301215457,Meera Patel,3300,"Street 91, Block C, Bengaluru","Please deliver fresh",DELIVERED,PAID,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0099,ORD-099,918459029561,Neha Joshi,3800,"Street 29, Block C, Bengaluru","Please deliver fresh",CANCELLED,PENDING,,,,false,,2026-05-14,"Morning (10 AM - 1 PM)",2026-05-08 16:18:25,2026-05-08 16:18:25
clrc_gen_0100,ORD-100,918570894175,Neha Gupta,3000,"Street 57, Block C, Bengaluru","Please deliver fresh",CONFIRMED,PENDING,,,,false,,2026-05-15,"Morning (10 AM - 1 PM)",2026-05-05 16:18:25,2026-05-05 16:18:25
